Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,5,Long Island Region, 39-9032,Recreation Workers,3280,$30790,$27340,$20130,$36110
10,5,Long Island Region, 39-9041,Residential Advisors,780,$35050,$34960,$25800,$39670
10,5,Long Island Region, 39-9099,"Personal Care and Service Workers, All Other",110,$38200,$40550,$21030,$46780
10,5,Long Island Region, 41-0000,Sales and Related Occupations,141580,$46940,$29930,$19490,$60660
10,5,Long Island Region, 41-1011,First-Line Supervisors of Retail Sales Workers,10130,$56750,$49740,$32970,$68640
10,5,Long Island Region, 41-1012,First-Line Supervisors of Non-Retail Sales Workers,2510,$119030,$101950,$58080,$149510
10,5,Long Island Region, 41-2011,Cashiers,29370,$22460,$20290,$18940,$24220
10,5,Long Island Region, 41-2021,Counter and Rental Clerks,3200,$29320,$24940,$19550,$34210
10,5,Long Island Region, 41-2022,Parts Salespersons,1340,$41060,$37110,$22790,$50190
10,5,Long Island Region, 41-2031,Retail Salespersons,53820,$29650,$23470,$18910,$35020
10,5,Long Island Region, 41-3011,Advertising Sales Agents,1090,$62050,$55340,$36300,$74930
10,5,Long Island Region, 41-3021,Insurance Sales Agents,5480,$87460,$69710,$37980,$112200
10,5,Long Island Region, 41-3031,"Securities, Commodities, and Financial Services Sales Agents",3570,$97300,$66120,$39300,$126300
10,5,Long Island Region, 41-3041,Travel Agents,550,$35060,$34470,$24590,$40300
10,5,Long Island Region, 41-3099,"Sales Representatives, Services, All Other",7370,$78240,$66910,$35630,$99550
10,5,Long Island Region, 41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1900,$99830,$80860,$52570,$123460
10,5,Long Island Region, 41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",16700,$85320,$72020,$39590,$108190
10,5,Long Island Region, 41-9011,Demonstrators and Product Promoters,770,$29940,$28240,$22870,$33480
10,5,Long Island Region, 41-9022,Real Estate Sales Agents,1260,$75440,$60330,$42930,$91690
10,5,Long Island Region, 41-9031,Sales Engineers,370,$110760,$103270,$65380,$133440
10,5,Long Island Region, 41-9041,Telemarketers,1330,$29770,$26750,$19120,$35090
10,5,Long Island Region, 41-9099,"Sales and Related Workers, All Other",n/a,$36100,$25550,$21910,$43190
10,5,Long Island Region, 43-0000,Office and Administrative Support Occupations,245450,$40940,$38070,$23460,$49670
10,5,Long Island Region, 43-1011,First-Line Supervisors of Office and Administrative Support Workers,17600,$64690,$60080,$43160,$75460
10,5,Long Island Region, 43-2011,"Switchboard Operators, Including Answering Service",970,$33620,$33540,$24530,$38160
10,5,Long Island Region, 43-2021,Telephone Operators,n/a,$40690,$39340,$35640,$43210
10,5,Long Island Region, 43-2099,"Communications Equipment Operators, All Other",n/a,$52880,$47050,$39970,$59340
10,5,Long Island Region, 43-3011,Bill and Account Collectors,4000,$41970,$39830,$29210,$48340
10,5,Long Island Region, 43-3021,Billing and Posting Clerks,6210,$41200,$39830,$30280,$46650
10,5,Long Island Region, 43-3031,"Bookkeeping, Accounting, and Auditing Clerks",20310,$44020,$43550,$27710,$52170
10,5,Long Island Region, 43-3051,Payroll and Timekeeping Clerks,1460,$47390,$46480,$32910,$54630
10,5,Long Island Region, 43-3061,Procurement Clerks,570,$46530,$44510,$31490,$54050
10,5,Long Island Region, 43-3071,Tellers,4830,$32360,$30550,$27040,$35010
10,5,Long Island Region, 43-3099,"Financial Clerks, All Other",100,$29970,$25130,$22090,$33910
10,5,Long Island Region, 43-4011,Brokerage Clerks,400,$56900,$56630,$39470,$65610
10,5,Long Island Region, 43-4021,Correspondence Clerks,n/a,$42870,$43400,$37180,$45720
10,5,Long Island Region, 43-4031,"Court, Municipal, and License Clerks",860,$63840,$59300,$41070,$75230
10,5,Long Island Region, 43-4041,"Credit Authorizers, Checkers, and Clerks",250,$44440,$43160,$33040,$50140
10,5,Long Island Region, 43-4051,Customer Service Representatives,23360,$41000,$38050,$24730,$49130
10,5,Long Island Region, 43-4061,"Eligibility Interviewers, Government Programs",1800,$51240,$51300,$41990,$55860
10,5,Long Island Region, 43-4071,File Clerks,1800,$28160,$26970,$19990,$32240
10,5,Long Island Region, 43-4081,"Hotel, Motel, and Resort Desk Clerks",580,$28250,$27970,$21050,$31850
10,5,Long Island Region, 43-4111,"Interviewers, Except Eligibility and Loan",2550,$31010,$31920,$18580,$37230
10,5,Long Island Region, 43-4121,"Library Assistants, Clerical",1790,$35450,$34540,$24190,$41080
10,5,Long Island Region, 43-4131,Loan Interviewers and Clerks,1470,$37740,$36130,$20530,$46350
10,5,Long Island Region, 43-4141,New Accounts Clerks,480,$39400,$38730,$35170,$41510
10,5,Long Island Region, 43-4151,Order Clerks,1140,$36740,$35050,$23100,$43560
10,5,Long Island Region, 43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",1290,$44940,$43980,$29640,$52590
10,5,Long Island Region, 43-4171,Receptionists and Information Clerks,17800,$31180,$29860,$21480,$36030
10,5,Long Island Region, 43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,680,$35660,$34760,$22370,$42310
10,5,Long Island Region, 43-4199,"Information and Record Clerks, All Other",800,$45360,$45360,$33370,$51350
10,5,Long Island Region, 43-5011,Cargo and Freight Agents,1070,$48890,$47240,$36370,$55150
10,5,Long Island Region, 43-5021,Couriers and Messengers,860,$36100,$34660,$21830,$43230
10,5,Long Island Region, 43-5031,"Police, Fire, and Ambulance Dispatchers",1080,$48600,$45950,$34180,$55820
10,5,Long Island Region, 43-5032,"Dispatchers, Except Police, Fire, and Ambulance",1460,$44000,$42600,$26620,$52690
10,5,Long Island Region, 43-5041,"Meter Readers, Utilities",320,$55490,$51160,$41230,$62610
10,5,Long Island Region, 43-5051,Postal Service Clerks,940,$54310,$56410,$49000,$56970
10,5,Long Island Region, 43-5052,Postal Service Mail Carriers,3590,$54300,$58050,$46790,$58050
10,5,Long Island Region, 43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2120,$49830,$54470,$39490,$55010
10,5,Long Island Region, 43-5061,"Production, Planning, and Expediting Clerks",2500,$52500,$52070,$33950,$61780
10,5,Long Island Region, 43-5071,"Shipping, Receiving, and Traffic Clerks",7640,$36340,$34180,$23040,$42990
10,5,Long Island Region, 43-5081,Stock Clerks and Order Fillers,20790,$26740,$22890,$18390,$30910
10,5,Long Island Region, 43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",280,$33150,$29390,$20230,$39610
10,5,Long Island Region, 43-6011,Executive Secretaries and Executive Administrative Assistants,9550,$69130,$69040,$52660,$77360
10,5,Long Island Region, 43-6012,Legal Secretaries,2390,$54420,$55140,$38090,$62580
10,5,Long Island Region, 43-6013,Medical Secretaries,1550,$38080,$38510,$28470,$42880
10,5,Long Island Region, 43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",32580,$38580,$38480,$25970,$44880
10,5,Long Island Region, 43-9011,Computer Operators,790,$47130,$44160,$31580,$54910
10,5,Long Island Region, 43-9021,Data Entry Keyers,2430,$34810,$34340,$22750,$40840
10,5,Long Island Region, 43-9022,Word Processors and Typists,3480,$43240,$42200,$30610,$49550
10,5,Long Island Region, 43-9031,Desktop Publishers,n/a,$52910,$52570,$32560,$63080
10,5,Long Island Region, 43-9041,Insurance Claims and Policy Processing Clerks,2330,$43780,$42070,$31750,$49790
10,5,Long Island Region, 43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",1550,$27710,$23970,$18440,$32340
10,5,Long Island Region, 43-9061,"Office Clerks, General",30600,$32280,$30050,$19940,$38450
10,5,Long Island Region, 43-9071,"Office Machine Operators, Except Computer",590,$34400,$32590,$20250,$41480
10,5,Long Island Region, 43-9081,Proofreaders and Copy Markers,n/a,$43660,$45530,$30320,$50330
10,5,Long Island Region, 43-9111,Statistical Assistants,n/a,$41770,$38900,$35760,$44770
10,5,Long Island Region, 43-9199,"Office and Administrative Support Workers, All Other",1350,$50040,$47380,$30880,$59620
10,5,Long Island Region, 45-0000,"Farming, Fishing, and Forestry Occupations",710,$27420,$21760,$18240,$32020
10,5,Long Island Region, 45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",n/a,$57390,$59950,$39990,$66090
10,5,Long Island Region, 45-2011,Agricultural Inspectors,n/a,$55440,$54780,$37570,$64370
10,5,Long Island Region, 45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",580,$21730,$20080,$18240,$23480
10,5,Long Island Region, 47-0000,Construction and Extraction Occupations,57970,$64920,$59550,$32950,$80910
10,5,Long Island Region, 47-1011,Supervisors of Construction and Extraction Workers,3740,$85110,$84240,$55790,$99770
10,5,Long Island Region, 47-2021,Brickmasons and Blockmasons,1010,$79960,$81820,$43250,$98310
10,5,Long Island Region, 47-2022,Stonemasons,n/a,$67780,$56460,$33170,$85090
10,5,Long Island Region, 47-2031,Carpenters,10720,$62630,$54810,$34630,$76630
10,5,Long Island Region, 47-2044,Tile and Marble Setters,350,$73800,$70690,$40920,$90240
10,5,Long Island Region, 47-2051,Cement Masons and Concrete Finishers,1590,$68240,$60960,$46400,$79160
10,5,Long Island Region, 47-2061,Construction Laborers,10130,$51830,$43200,$26050,$64710
10,5,Long Island Region, 47-2071,"Paving, Surfacing, and Tamping Equipment Operators",550,$62810,$64340,$42310,$73060
10,5,Long Island Region, 47-2072,Pile-Driver Operators,n/a,$77120,$73360,$56030,$87670
10,5,Long Island Region, 47-2073,Operating Engineers and Other Construction Equipment Operators,2670,$80910,$70420,$48330,$97210
10,5,Long Island Region, 47-2081,Drywall and Ceiling Tile Installers,670,$59410,$52970,$32410,$72910
10,5,Long Island Region, 47-2082,Tapers,480,$80560,$86910,$64240,$88720
10,5,Long Island Region, 47-2111,Electricians,5870,$66500,$60080,$39680,$79910
10,5,Long Island Region, 47-2121,Glaziers,470,$58260,$52730,$32750,$71010
10,5,Long Island Region, 47-2131,"Insulation Workers, Floor, Ceiling, and Wall",n/a,$53800,$54840,$35370,$63020
10,5,Long Island Region, 47-2141,"Painters, Construction and Maintenance",1890,$59470,$53600,$33660,$72370
10,5,Long Island Region, 47-2142,Paperhangers,n/a,$48110,$43400,$28130,$58110
10,5,Long Island Region, 47-2151,Pipelayers,n/a,$39730,$31110,$28200,$45500
10,5,Long Island Region, 47-2152,"Plumbers, Pipefitters, and Steamfitters",5400,$83240,$74240,$49490,$100120
10,5,Long Island Region, 47-2161,Plasterers and Stucco Masons,n/a,$65650,$69850,$43660,$76650
10,5,Long Island Region, 47-2171,Reinforcing Iron and Rebar Workers,710,$107630,$109210,$86350,$118270
10,5,Long Island Region, 47-2181,Roofers,660,$62270,$60750,$30420,$78190
10,5,Long Island Region, 47-2211,Sheet Metal Workers,1510,$76860,$79080,$37670,$96460
10,5,Long Island Region, 47-2221,Structural Iron and Steel Workers,890,$107160,$108430,$81520,$119980
10,5,Long Island Region, 47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",n/a,$33100,$30140,$20040,$39630
10,5,Long Island Region, 47-3012,Helpers--Carpenters,1220,$26450,$26900,$20910,$29220
10,5,Long Island Region, 47-3013,Helpers--Electricians,890,$30520,$28880,$24190,$33690
10,5,Long Island Region, 47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",190,$27760,$19830,$18400,$32430
10,5,Long Island Region, 47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",810,$28900,$24570,$21110,$32800
10,5,Long Island Region, 47-3019,"Helpers, Construction Trades, All Other",140,$31200,$32830,$23180,$35220
10,5,Long Island Region, 47-4011,Construction and Building Inspectors,870,$69780,$70100,$45730,$81800
10,5,Long Island Region, 47-4021,Elevator Installers and Repairers,n/a,$71410,$74780,$39100,$87570
10,5,Long Island Region, 47-4031,Fence Erectors,n/a,$38470,$35570,$29980,$42710
10,5,Long Island Region, 47-4041,Hazardous Materials Removal Workers,410,$58610,$64320,$40130,$67850
10,5,Long Island Region, 47-4051,Highway Maintenance Workers,1410,$44230,$44120,$29090,$51800
10,5,Long Island Region, 47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,320,$41900,$41330,$31030,$47340
10,5,Long Island Region, 47-5021,"Earth Drillers, Except Oil and Gas",n/a,$70000,$73520,$43020,$83480
10,5,Long Island Region, 49-0000,"Installation, Maintenance, and Repair Occupations",42270,$51790,$48680,$27630,$63870
10,5,Long Island Region, 49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",3470,$80060,$79580,$53120,$93540
10,5,Long Island Region, 49-2011,"Computer, Automated Teller, and Office Machine Repairers",1280,$43370,$42760,$27360,$51370
10,5,Long Island Region, 49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",n/a,$51210,$60830,$23250,$65190
10,5,Long Island Region, 49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1820,$69940,$80000,$42920,$83440
10,5,Long Island Region, 49-2092,"Electric Motor, Power Tool, and Related Repairers",n/a,$47280,$46660,$30560,$55640
10,5,Long Island Region, 49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",300,$61110,$61450,$39820,$71750
10,5,Long Island Region, 49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",270,$44830,$45740,$32430,$51020
10,5,Long Island Region, 49-2097,Electronic Home Entertainment Equipment Installers and Repairers,n/a,$45720,$45500,$36690,$50240
10,5,Long Island Region, 49-2098,Security and Fire Alarm Systems Installers,650,$50540,$48590,$38500,$56560
10,5,Long Island Region, 49-3011,Aircraft Mechanics and Service Technicians,250,$60230,$62590,$40750,$69970
10,5,Long Island Region, 49-3021,Automotive Body and Related Repairers,1800,$37310,$31100,$23630,$44140
10,5,Long Island Region, 49-3023,Automotive Service Technicians and Mechanics,6760,$42300,$38470,$21370,$52760
10,5,Long Island Region, 49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,1890,$53260,$53010,$37570,$61110
10,5,Long Island Region, 49-3041,Farm Equipment Mechanics and Service Technicians,n/a,$67030,$64310,$51640,$74720
10,5,Long Island Region, 49-3051,Motorboat Mechanics and Service Technicians,240,$45720,$47030,$30030,$53560
10,5,Long Island Region, 49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,310,$40260,$37870,$26430,$47180
10,5,Long Island Region, 49-3093,Tire Repairers and Changers,360,$29780,$28340,$21260,$34040
10,5,Long Island Region, 49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",880,$78980,$80160,$57440,$89750
10,5,Long Island Region, 49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2110,$59740,$59220,$41930,$68640
10,5,Long Island Region, 49-9031,Home Appliance Repairers,n/a,$31720,$24330,$21230,$36970
10,5,Long Island Region, 49-9041,Industrial Machinery Mechanics,1290,$55610,$55270,$34580,$66120
10,5,Long Island Region, 49-9043,"Maintenance Workers, Machinery",520,$51580,$52310,$28940,$62890
10,5,Long Island Region, 49-9051,Electrical Power-Line Installers and Repairers,n/a,$68400,$70690,$47310,$78950
10,5,Long Island Region, 49-9052,Telecommunications Line Installers and Repairers,1710,$72770,$81520,$46670,$85820
10,5,Long Island Region, 49-9061,Camera and Photographic Equipment Repairers,n/a,$44910,$42680,$25450,$54630
10,5,Long Island Region, 49-9062,Medical Equipment Repairers,260,$52560,$50130,$34880,$61400
10,5,Long Island Region, 49-9063,Musical Instrument Repairers and Tuners,n/a,$38250,$31920,$21530,$46610
10,5,Long Island Region, 49-9069,"Precision Instrument and Equipment Repairers, All Other",n/a,$54620,$49390,$44600,$59630
10,5,Long Island Region, 49-9071,"Maintenance and Repair Workers, General",9850,$47040,$44700,$28690,$56210
10,5,Long Island Region, 49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",320,$33030,$30310,$21540,$38780
10,5,Long Island Region, 49-9094,Locksmiths and Safe Repairers,n/a,$50040,$50430,$32440,$58840
10,5,Long Island Region, 49-9096,Riggers,n/a,$52400,$49540,$31330,$62940
10,5,Long Island Region, 49-9098,"Helpers--Installation, Maintenance, and Repair Workers",1080,$27870,$26270,$19610,$32000
10,5,Long Island Region, 49-9099,"Installation, Maintenance, and Repair Workers, All Other",1180,$37110,$34480,$26270,$42540
10,5,Long Island Region, 51-0000,Production Occupations,51340,$37860,$32160,$20520,$46530
10,5,Long Island Region, 51-1011,First-Line Supervisors of Production and Operating Workers,4030,$71470,$69590,$44210,$85100
10,5,Long Island Region, 51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",n/a,$49140,$46360,$35670,$55870
10,5,Long Island Region, 51-2021,"Coil Winders, Tapers, and Finishers",n/a,$35470,$31070,$21740,$42330
10,5,Long Island Region, 51-2022,Electrical and Electronic Equipment Assemblers,1980,$36610,$35430,$23360,$43230
10,5,Long Island Region, 51-2023,Electromechanical Equipment Assemblers,320,$37290,$36550,$28180,$41850
10,5,Long Island Region, 51-2041,Structural Metal Fabricators and Fitters,270,$49870,$52280,$26790,$61410
10,5,Long Island Region, 51-2092,Team Assemblers,5400,$29470,$26850,$19910,$34250
10,5,Long Island Region, 51-2099,"Assemblers and Fabricators, All Other",1050,$33690,$31340,$23150,$38960
10,5,Long Island Region, 51-3011,Bakers,1270,$30880,$28450,$19770,$36440
