LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE
0000833631-0001-8,SAUL Q TORRES,ANDYS SUB SHOP,21311 SHERMAN WAY,CANOGA PARK,91303-1515,21311 SHERMAN 91303-1515,,,,722110,Full-service restaurants,3,5/6/1998
0002542748-0001-3,PACOIMA PX LLC,PANDA EXPRESS 1941,13520 PAXTON STREET #A-2,PACOIMA,91331-2352,13520 PAXTON 91331-2352,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,7,2/18/2011
0002691689-0001-4,E & E RISTORANTE GROUP INC,WOOD HANDCRAFTED PIZZA,2861 W SUNSET BLVD,LOS ANGELES,90026-2125,2861 SUNSET 90026-2125,,,,722110,Full-service restaurants,13,9/9/2013
0002546243-0002-7,MARIO ITURB GUILLEN,QUEEN'S CHAR BURGERS,14557 VANOWEN STREET,VAN NUYS,91405-3941,14557 VANOWEN 91405-3941,,,,722110,Full-service restaurants,6,5/9/2012
0002659987-0001-2,K-TOWN RESTAURANT INC,,1925 W OLYMPIC BLVD,LOS ANGELES,90006-3703,1925 OLYMPIC 90006-3703,,,,722110,Full-service restaurants,1,12/3/2012
0002662734-0001-0,NETGRAPPLING INC,VIVA BRAZIL RESTAURANT,17646 LASSEN STREET UNIT #5,NORTHRIDGE,91325-1455,17646 LASSEN 91325-1455,7320 LENNOX AVENUE UNIT #D8,VAN NUYS,91405-2397,722110,Full-service restaurants,12,2/20/2013
0002756158-0001-4,KAREN LIZZETTE PACHECO LOAIZA,MI RANCHITO MEXICAN FOOD,13363 SATICOY STREET UNIT #102,NORTH HOLLYWOOD,91605-3427,13363 SATICOY 91605,13363 SATICOY STREET UNIT #102,NORTH HOLLYWOOD,91605-3427,722110,Full-service restaurants,2,4/1/2014
0000775179-0001-2,BEROOKHIM ROYAL CATERING INC,BEVERLY HILLS CATERING,20125 VANOWEN STREET,WINNETKA,91306-4307,20125 VANOWEN 91306-4307,324 MARGUERITA AVENUE,SANTA MONICA,90402-1624,722110,Full-service restaurants,3,9/15/1989
0000275148-0001-0,PORTER RANCH AMECI PIZZA INC,AMECI PIZZA & PASTA,11229 TAMPA AVENUE,NORTHRIDGE,91326-1610,11229 TAMPA 91326-1610,,,,722110,Full-service restaurants,12,11/20/1995
0000965817-0001-3,CA BUSINESS VENTURE INC,SUBWAY # 16781,4731 VENICE BLVD,LOS ANGELES,90019-5832,4731 VENICE 90019-5832,1270 S LA CIENEGA BLVD,LOS ANGELES,90035-2548,722110,Full-service restaurants,10,6/1/1999
0002475400-0001-3,JSI FOODS LLC,MANSOO DEUNG SIM,3423 W 8TH STREET,LOS ANGELES,90005-2515,3423 8TH 90005-2515,,,,722110,Full-service restaurants,10,1/4/2010
0000572884-0001-8,MARILYN E. ROSETE,SALLY'S LECHON & BBQ CATERING,8700 WOODMAN AVENUE #8,ARLETA,91331-6551,8700 WOODMAN 91331-6551,8428 HAZELTINE AVENUE,PANORAMA CITY,91402-3729,722110,Full-service restaurants,6,12/5/2001
0000394451-0005-0,ISLANDS RESTAURANTS LP,ISLANDS FINE BURGERS & DRINKS,6081 CENTER DRIVE #104,LOS ANGELES,90045-8830,6081 CENTER 90045-8830,5750 FLEET STREET #120,CARLSBAD,92008-4709,722110,Full-service restaurants,11,3/20/2001
0002756587-0001-3,SUPHARP NUCHITA,101 THAI RESTAURANT,7782 FOOTHILL BLVD,TUJUNGA,91042-2136,7782 FOOTHILL 91042-2136,13212 CROWLEY STREET,ARLETA,91331-4934,722110,Full-service restaurants,7,6/8/2014
0000649093-0011-6,MCDONALDS RESTAURANTS OF CA INC,MCDONALDS #4117,5725 YORK BLVD,LOS ANGELES,90042-2643,5725 YORK 90042-2643,POST OFFICE BOX #183090,COLUMBUS,43218-3090,722110,Full-service restaurants,14,10/1/1985
0000262173-0001-0,NICHOLS RESTAURANT INC,NICHOLS RESTAURANT,4375 GLENCOE AVENUE SUITE #D-1,MARINA DEL REY,90292-4400,4375 GLENCOE 90292-4400,4375 GLENCOE AVENUE SUITE #D-1,MARINA DEL REY,90292-4400,722110,Full-service restaurants,11,4/1/1974
0000992459-0001-1,CALIFORNIA PIZZA KITCHEN INC,CALIFORNIA PIZZA KITCHEN,6801 HOLLYWOOD BLVD #2D255,LOS ANGELES,90028-6136,6801 HOLLYWOOD 90028-6136,12181 W BLUFF CREEK DRIVE FLOOR #5TH,PLAYA VISTA,90094-2627,722110,Full-service restaurants,13,11/8/2001
0002498817-0001-6,MK2 CORPORATION,PHO CITI,1834 WESTWOOD BLVD,LOS ANGELES,90025-4612,1834 WESTWOOD 90025-4612,33451 GOLD MOUNTAIN ROAD,YUCAIPA,92399-6945,722110,Full-service restaurants,5,3/27/2010
0002547105-0001-2,THE BACK HOUSE RESTAURANT LLC,,10913 W PICO BLVD,LOS ANGELES,90064-2111,10913 PICO 90064-2111,1015 DOYLE PLACE SUITE #2,LOS ANGELES,90012-1476,722110,Full-service restaurants,5,4/1/2011
0000057804-0001-5,THUTHI MONG ENG,TASTE OF CHINA,8315 LAUREL CANYON BLVD,SUN VALLEY,91352-3809,8315 LAUREL CANYON 91352-3809,,,,722110,Full-service restaurants,6,2/1/1993
0000922339-0001-1,LIAW INC,OCEAN SEAFOOD RESTAURANT,750 N HILL STREET UNIT #A,LOS ANGELES,90012-2383,750 HILL 90012-2383,,,,722110,Full-service restaurants,1,11/1/1999
0002338050-0001-0,HAEJIN RESTAURANT INC,WON JO KOKERANG AGURANG,474 N WESTERN AVENUE,LOS ANGELES,90004-2604,474 WESTERN 90004-2604,,,,722110,Full-service restaurants,10,4/18/2008
0002745091-0001-5,MODISH LLC,LEANING TOWER PIZZA & PASTA,14120 VENTURA BLVD #D,SHERMAN OAKS,91423-2700,14120 VENTURA 91423-2700,,,,722110,Full-service restaurants,4,4/15/2014
0000032749-0001-5,KUOCHERNG LIN,H SALT FISH & CHIPS,4732 HOLLYWOOD BLVD,LOS ANGELES,90027-5307,4732 HOLLYWOOD 90027-5307,,,,722110,Full-service restaurants,13,8/10/1992
0000901575-0001-4,OAKNAM INC,SHOGUN SUSHI,10174 RESEDA BLVD,NORTHRIDGE,91324-1487,10174 RESEDA 91324-1487,,,,722110,Full-service restaurants,12,11/1/1998
0002546675-0001-1,DOWNTOWN 1 LP,BIG WANGS,801 S GRAND AVENUE,LOS ANGELES,90017-4613,801 GRAND 90017-4613,,,,722110,Full-service restaurants,9,2/7/2010
0002418230-0001-1,NEW MR. WOK INC,,18300 VANOWEN STREET SUITE #3,RESEDA,91335-5492,18300 VANOWEN 91335-5492,,,,722110,Full-service restaurants,3,4/1/2009
0002559736-0001-8,DAVID LO PAN LLC,LOCK AND KEY,239 S VERMONT AVENUE,LOS ANGELES,90004-5906,239 VERMONT 90004-5906,14144 DICKENS STREET SUITE #117,SHERMAN OAKS,91423-4135,722110,Full-service restaurants,13,5/11/2011
0000153642-0001-1,FUNNY WORLD INC,OB BEAR,3002 1/2 W 7TH STREET,LOS ANGELES,90005-1452,3002 7TH 90005-1452,,,,722110,Full-service restaurants,1,8/17/1994
0000549835-0001-6,YI HOON KANG,VILLAGE INN COFFEE SHOP,3710 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,90008-1793,3710 MARTIN LUTHER KING JR 90008,,,,722110,Full-service restaurants,10,12/9/1991
0000990869-0001-3,EDUARDO PULIDO/ARTURO LOPEZ,BIONICOS MARISOL,4501 S ALAMEDA STREET #W91/2,VERNON,90058-2010,4501 ALAMEDA 90058-2010,8202 LANKIN STREET,DOWNEY,90242-3702,722110,Full-service restaurants,0,7/14/2000
0002384396-0001-9,ITS THAI LLC,IT'S THAI HOMETAURANT,1311 GLENDALE BLVD #A,LOS ANGELES,90026-2563,1311 GLENDALE 90026-2563,,,,722110,Full-service restaurants,13,11/14/2008
0000776555-0001-7,AUSTIN FERNANDES,REGI'S,613 OCEAN FRONT WALKS,VENICE,90291-2508,613 OCEAN FRONT 90291-2508,,,,722110,Full-service restaurants,11,1/1/2003
0002657586-0001-1,JIN XIN WANG,NO. 1 CHEF CHINESE RESTAURANT,843 W GARDENA BLVD,GARDENA,90247-4964,843 GARDENA 90247-4964,,,,722110,Full-service restaurants,15,1/29/2013
0000619454-0001-2,KY HONG TAING,MICHELL'S DONUT,4862 SANTA MONICA BLVD,LOS ANGELES,90029-2634,4862 SANTA MONICA 90029-2634,,,,722110,Full-service restaurants,13,1/1/2003
0000362833-0001-8,YOLANDA DUBON,LA COCINITA RESTAURANT,4367 W PICO BLVD #6,LOS ANGELES,90019-3150,4367 PICO 90019-3150,,,,722110,Full-service restaurants,10,1/1/1988
0002673295-0001-9,KAWALJEET SINGH AND PARAMJEET KAUR SAROAI,MAMA'S INDIAN KITCHEN,10032 VENICE BLVD,CULVER CITY,90232-2720,10032 VENICE 90232-2720,,,,722110,Full-service restaurants,5,4/1/2013
0002336478-0001-1,GOLDEN SISCO INC,HOUSE OF GRILL,16263 SAN FERNANDO MISSION BLVD,GRANADA HILLS,91344-3725,16263 SAN FERNANDO MISSION 91344-3725,,,,722110,Full-service restaurants,12,4/22/2008
0000605287-0001-5,GWAN SOO JEON,CAFE,4054 W 3RD STREET,LOS ANGELES,90020-3131,4054 3RD 90020-3131,4054 W 3RD STREET,LOS ANGELES,90020-3131,722110,Full-service restaurants,10,3/1/2002
0002705131-0001-6,UNIQUE THAI RESTAURANT LLC,,1924 W OLYMPIC BLVD,LOS ANGELES,90006-3704,1924 OLYMPIC 90006-3704,,,,722110,Full-service restaurants,1,9/15/2013
0000302477-0001-0,ROSEMARIE MAY,LO CARB U FOODS,5344 CLEON AVENUE,NORTH HOLLYWOOD,91601-2900,5344 CLEON 91601-2900,5344 CLEON AVENUE,NORTH HOLLYWOOD,91601-2900,722110,Full-service restaurants,2,12/1/2003
0000649093-0021-3,MCDONALDS RESTAURANTS OF CA INC,MCDONALDS #2368,5223 W CENTURY BLVD,LOS ANGELES,90045-5907,5223 CENTURY 90045-5907,POST OFFICE BOX #183090,COLUMBUS,43218-3090,722110,Full-service restaurants,11,4/1/1993
0002437803-0001-9,NORMA Y GARCIA,GUANAQUITAS RESTAURANTE GALUADRENO | LAS GUANAQUITAS,6220 S MAIN STREET,LOS ANGELES,90003-1536,6220 MAIN 90003-1536,,,,722110,Full-service restaurants,9,5/15/2009
0002481106-0001-3,ANGELINO PIZZERIA INC,,4386 LANKERSHIM BLVD,NORTH HOLLYWOOD,91602-2744,4386 LANKERSHIM 91602-2744,,,,722110,Full-service restaurants,4,1/20/2010
0002285689-0001-5,SUDWAL SUBWAY INC,SUBWAY #1949,5545 W MANCHESTER AVENUE,LOS ANGELES,90045-4413,5545 MANCHESTER 90045-4413,,,,722110,Full-service restaurants,11,10/29/2007
0000356679-0001-6,JUAN M LUGO,MARISCOS LINDA RESTAURANT & BAR,3667 E OLYMPIC BLVD,LOS ANGELES,90023-3127,3667 OLYMPIC 90023-3127,,,,722110,Full-service restaurants,14,6/1/1996
0000481825-0001-4,MAROK AND CHEEMA INC,POPEYES CHIKEN AND BUSCUIT #3315,5138 LAUREL CANYON BLVD,NORTH HOLLYWOOD,91607-3134,5138 LAUREL CANYON 91607-3134,,,,722110,Full-service restaurants,2,1/1/2003
0000789129-0001-0,VENICE BEACH PIZZA CORP,VENICE PIZZA,821 OCEAN FRONT WALKS,VENICE,90291-3213,821 OCEAN FRONT 90291-3213,,,,722110,Full-service restaurants,11,2/18/1992
0000740162-0001-1,MARIO PERUVIAN SEAFOOD RESTAURANT INC,MARIOS PERUVIAN SEAFOOD RESTAURANT,5786 MELROSE AVENUE,LOS ANGELES,90038-3844,5786 MELROSE 90038-3844,,,,722110,Full-service restaurants,4,9/1/1990
0000706739-0001-0,TRIPOLIS BURGERS INC,JIM'S BURGERS,915 S SOTO STREET,LOS ANGELES,90023-1322,915 SOTO 90023-1322,,,,722110,Full-service restaurants,14,3/9/1989
0002678853-0001-1,GEORGIA WANG,MOGOS BBQ,4454 VAN NUYS BLVD UNIT #K,SHERMAN OAKS,91403-5755,4454 VAN NUYS 91403-5755,13429 CONTOUR DRIVE,SHERMAN OAKS,91423-4803,722110,Full-service restaurants,4,5/1/2013
0000825068-0001-0,CHANG SOO KIM,TAMS BURGER 7,5023 S CENTRAL AVENUE,LOS ANGELES,90011-4121,5023 CENTRAL 90011-4121,,,,722110,Full-service restaurants,9,1/1/1991
0000840553-0004-5,BYONG HOON JUNG,SPACE GONG GAM,2960 WILSHIRE BLVD FLOOR #1,LOS ANGELES,90010-1100,2960 WILSHIRE 90010-1100,,,,722110,Full-service restaurants,10,11/1/2012
0000188881-0001-2,WB RESTAURANT PARTNERS LP,JAMES' BEACH,60 N VENICE BLVD,VENICE,90291-4166,60 VENICE 90291-4166,,,,722110,Full-service restaurants,11,9/18/1996
0000850893-0021-1,KAZI FOODS INC,KENTUCKY FRIED CHICKEN,1601 CRENSHAW BLVD,LOS ANGELES,90019-6018,1601 CRENSHAW 90019-6018,3671 SUNSWEPT DRIVE,STUDIO CITY,91604-2325,722110,Full-service restaurants,10,12/18/2001
0000126090-0001-3,JASMIN MIN SOOK JUNG,OSCARS SNACK BAR,1240 S MAIN STREET #404,LOS ANGELES,90015-2582,1240 MAIN 90015,,,,722110,Full-service restaurants,14,3/11/2004
0000714455-0001-6,MCGILL ENTERPRISES INC,SUBWAY 1167,6411 SEPULVEDA BLVD #1C,VAN NUYS,91411-1304,6411 SEPULVEDA 91411-1304,,,,722110,Full-service restaurants,6,10/22/2002
0002767425-0001-8,CHILLI THAI LLC,CHILLI THAI,10889 W PICO BLVD,LOS ANGELES,90064-2114,10889 PICO 90064-2114,,,,722110,Full-service restaurants,5,1/23/2014
0000269365-0001-2,STINIM INC,ALASKA SEAFOOD RESTAURANT,1112 NAGOYA WAY #F1,SAN PEDRO,90731-4408,1112 NAGOYA 90731-4408,,,,722110,Full-service restaurants,15,1/1/2001
0002723187-0001-0,KASHCOOL KITCHEN INC,,20929 VENTURA BLVD UNIT #22,WOODLAND HILLS,91364-0812,20929 VENTURA 91364-0812,6513 CORBIN AVENUE,WOODLAND HILLS,91367-2803,722110,Full-service restaurants,3,1/14/2014
0000222045-0001-4,ELISEO CARDENAS,EL TACO SABROSO,5432 MONTE VISTA STREET,LOS ANGELES,90042-3323,5432 MONTE VISTA 90042-3323,,,,722110,Full-service restaurants,1,1/30/1985
0002772366-0001-9,RAFAEL I MINERO MEDINA,EL SOPON DE NORA,12727 SHERMAN WAY #B 09,NORTH HOLLYWOOD,91605-5032,12727 SHERMAN 91605-5032,11239 TIARA STREET,NORTH HOLLYWOOD,91601-1233,722110,Full-service restaurants,2,9/12/2014
0000530145-0001-1,DS CGE INC,CHINESE GOURMET EXPRESS,9301 TAMPA AVENUE #FC7,NORTHRIDGE,91324-2503,9301 TAMPA 91324-2503,430 SILVER SPUR ROAD,PALOS VERDES PENINSULA,90275-3572,722110,Full-service restaurants,12,9/7/2001
0000003792-0001-0,EMILIO ELIAS,RICKY'S PIZZA,753 S WESTLAKE AVENUE,LOS ANGELES,90057-4125,753 WESTLAKE 90057-4125,,,,722110,Full-service restaurants,1,1/1/2000
0000319125-0001-5,MARIAS ITALIAN KITCHEN INC,,13353 VENTURA BLVD,SHERMAN OAKS,91423-3912,13353 VENTURA 91423-3912,16535 ARMINTA STREET,VAN NUYS,91406-1745,722110,Full-service restaurants,4,10/1/1985
0000258331-0001-0,MICHAEL WOO/LORETTA WOO,NICOS FAMILY RESTAURANT,7166 SHOUP AVENUE,CANOGA PARK,91307-2352,7166 SHOUP 91307-2352,,,,722110,Full-service restaurants,3,12/1/2000
0002571931-0002-4,ERASMO HERNANDEZ REYES / FLORENCIA VASQUEZ,BAMBOO EXPRESS & CHINESE CUISINE,1548 W PICO BLVD,LOS ANGELES,90015-2436,1548 PICO 90015-2436,,,,722110,Full-service restaurants,1,5/29/2014
0000646821-0001-8,STARBUCKS CORPORATION,STARBUCKS COFFEE #5877,5453 HOLLYWOOD BLVD #D,LOS ANGELES,90027-3467,5453 HOLLYWOOD 90027-3467,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,13,6/26/2002
0000058139-0001-9,SARAWOOT JUTHAKUAJITMATE,THAI BBQ EXPRESS,18455 ROSCOE BLVD,NORTHRIDGE,91325-4106,18455 ROSCOE 91325-4106,,,,722110,Full-service restaurants,12,2/2/1993
0000602795-0001-9,VIDEO 2001 INC,TIVOLI CAFE,15306 W SUNSET BLVD,PACIFIC PALISADES,90272-3613,15306 SUNSET 90272-3613,11301 W OLYMPIC BLVD SUITE #206,LOS ANGELES,90064-1652,722110,Full-service restaurants,11,11/1/1987
0002499873-0001-7,DAE HWAN BAE,LOVE SUSHI ETC,10201 RESEDA BLVD #106,NORTHRIDGE,91324-5012,10201 RESEDA 91324-5012,,,,722110,Full-service restaurants,12,5/3/2010
0000805831-0001-0,HIKARI CORP,HIKO SUSHI,11275 NATIONAL BLVD,LOS ANGELES,90064-3921,11275 NATIONAL 90064-3921,,,,722110,Full-service restaurants,11,5/21/2003
0002330962-0001-8,FRESH KOREAN BBQ INC,FRESH KOREAN BBQ,17623 SHERMAN WAY,VAN NUYS,91406-3510,17623 SHERMAN 91406-3510,,,,722110,Full-service restaurants,6,4/1/2008
0002256021-0001-6,DELANCEY VILLAGE LLC,DELANCEY VILLAGE LLC,5936 W SUNSET BLVD,LOS ANGELES,90028-6521,5936 SUNSET 90028-6521,1469 TAMARIND AVENUE SUITE #201,LOS ANGELES,90028-8412,722110,Full-service restaurants,13,3/1/2007
0000200007-0001-1,KHINDRA ENTERPRISES INC,ELECTRIC KARMA,8222 1/2 W 3RD STREET,LOS ANGELES,90048-4303,8222 3RD 90048-4303,,,,722110,Full-service restaurants,5,10/14/2004
0002591768-0001-5,SKYLIGHT GARDENS,MEDCAFE WESTWOOD LLC,1139 GLENDON AVENUE,LOS ANGELES,90024-3501,1139 GLENDON 90024-3501,,,,722110,Full-service restaurants,5,12/15/2011
0000774550-0001-0,EVERARDO PEREZ,FERNANDOS RESTAURANT,3230 S CENTRAL AVENUE,LOS ANGELES,90011-2517,3230 CENTRAL 90011-2517,,,,722110,Full-service restaurants,9,2/1/1993
0000797170-0001-9,BILL C & PATRICIA A ELWELL,,14742 OXNARD STREET,VAN NUYS,91411-3121,14742 OXNARD 91411-3121,,,,722110,Full-service restaurants,4,12/1/1967
0002601463-0001-6,GINZA LA LLC,MARI VANNA LA,8475 MELROSE PLACE,LOS ANGELES,90069-5311,8475 MELROSE 90069-5311,,,,722110,Full-service restaurants,5,1/1/2012
0002509353-0001-7,SUPAKON WALLEESUBHAN,THAI TASTE RESTAURANT,2328 FLETCHER DRIVE,LOS ANGELES,90039-4019,2328 FLETCHER 90039-4019,,,,722110,Full-service restaurants,13,5/1/2010
0002664135-0001-0,VENTURE ONE GROUP INC,JUICE CRAFTERS,702 S SPRING STREET,LOS ANGELES,90014-2906,702 SPRING 90014-2906,149 S BARRINGTON AVENUE UNIT #189,LOS ANGELES,90049-3310,722110,Full-service restaurants,14,2/1/2013
0000739852-0001-4,COMBO'S PIZZA INC,COMBOS NEW YORK STYLE PIZZA,6338 HOLLYWOOD BLVD,LOS ANGELES,90028-6303,6338 HOLLYWOOD 90028-6303,,,,722110,Full-service restaurants,13,1/1/1989
0000683616-0001-4,ULYSSES VOYAGE RESTAURANT INC,,6333 W 3RD STREET #750,LOS ANGELES,90036-7622,6333 3RD 90036-7622,,,,722110,Full-service restaurants,4,10/1/2002
0000778635-0001-2,SEISHIRO SHIODA,ASAYA RESTURANT,12740 CULVER BLVD UNIT #A,LOS ANGELES,90066-6574,12740 CULVER 90066-6574,,,,722110,Full-service restaurants,11,7/1/1990
0000494894-0001-3,MECHANLOO LLC,THE LITTLE DOOR RESTAURNAT,8164 W 3RD STREET,LOS ANGELES,90048-4309,8164 3RD 90048-4309,8164 W 3RD STREET,LOS ANGELES,90048-4309,722110,Full-service restaurants,5,10/1/1996
0000604889-0001-6,GENEVIA FONTENETTE,MOM BAR-B-QUE HOUSE,14062 VANOWEN STREET,VAN NUYS,91405-4143,14062 VANOWEN 91405-4143,,,,722110,Full-service restaurants,2,10/1/1987
0000349516-0001-8,SOMCHAI VANPAITUNSRI,ARMONS RESTAURANT,5056 EAGLE ROCK BLVD,LOS ANGELES,90041-1924,5056 EAGLE ROCK 90041-1924,,,,722110,Full-service restaurants,14,2/28/1996
0002517901-0001-1,YEKTA RESTAURANT INC,,11925 SANTA MONICA BLVD,LOS ANGELES,90025-2706,11925 SANTA MONICA 90025-2706,,,,722110,Full-service restaurants,11,1/1/2009
0002335165-0002-1,YUZUYA CORPORATION,,10155 RIVERSIDE DRIVE,TOLUCA LAKE,91602-2533,10155 RIVERSIDE 91602-2533,,,,722110,Full-service restaurants,4,12/1/2013
0000845387-0001-0,PARUS RESTAURANT INC,PARUS INDIAN RESTAURANT,5140 W SUNSET BLVD,LOS ANGELES,90027-5708,5140 SUNSET 90027-5708,,,,722110,Full-service restaurants,13,4/1/1992
0002594645-0001-8,L&E EASTSIDE LLC,L & E,1637 SILVER LAKE BLVD,LOS ANGELES,90026-1358,1637 SILVER LAKE 90026-1358,,,,722110,Full-service restaurants,13,2/1/2012
0000720673-0001-8,B & H FOODS INC,POPEYES FAMOUS FRIED CHICKEN,6384 HOLLYWOOD BLVD,LOS ANGELES,90028-6320,6384 HOLLYWOOD 90028-6320,601 E GLENOAKS BLVD SUITE #108,GLENDALE,91207-1760,722110,Full-service restaurants,13,5/22/1989
0002706188-0001-3,TOKYOKOGI INC,THE SUSHI HOUSE,11388 VENTURA BLVD,STUDIO CITY,91604-3139,11388 VENTURA 91604-3139,,,,722110,Full-service restaurants,2,9/3/2013
0002712597-0001-2,"KEBAB HOUSE, INC.",,8401 VAN NUYS BLVD UNIT #16,PANORAMA CITY,91402-3357,8401 VAN NUYS 91402-3357,8401 VAN NUYS BLVD UNIT #16,PANORAMA CITY,91402-3357,722110,Full-service restaurants,6,10/1/2013
0000614051-0001-0,ORESTES GARCIA,LA CARIDAD RESTAURANT,2619 W SUNSET BLVD,LOS ANGELES,90026-3905,2619 SUNSET 90026-3905,,,,722110,Full-service restaurants,13,9/10/1987
0000832488-0007-3,LITTLE CAESARS ENTERPRISES INC,LTTTLE CAESAR STORE #5756,13060 GLENOAKS BLVD #113,SYLMAR,91342-3908,13060 GLENOAKS 91342-3908,2211 WOODWARD AVENUE,DETROIT,48201-3467,722110,Full-service restaurants,7,2/9/1998
0002482941-0001-8,GGEM INC,CASA NOSTRA RISTORANTE,1515 PALISADES DRIVE,PACIFIC PLSDS,90272-2113,1515 PALISADES 90272-2113,,,,722110,Full-service restaurants,11,6/14/2009
0000356511-0002-8,SHERCO INC,ICE ISLAND,8401 VAN NUYS BLVD #K107,PANORAMA CITY,91402-3390,8401 VAN NUYS 91402-3599,,,,722110,Full-service restaurants,6,4/29/2008
0002630059-0001-9,IN CHUN HWANG,NAM WON GOL,550 E OLYMPIC BLVD,LOS ANGELES,90015-1808,550 OLYMPIC 90015-1808,,,,722110,Full-service restaurants,14,6/1/2012
0002562299-0001-8,ANNJ INC,TERIYAKI GRILL,21801 OXNARD STREET UNIT #3,WOODLAND HILLS,91367-8127,21801 OXNARD 91367-8127,,,,722110,Full-service restaurants,3,5/26/2011
0000064720-0001-1,LA GOLONDRINA INC LTD,LA GOLONDRINA CAFE,630 N MAIN STREET,LOS ANGELES,90012-1822,630 MAIN 90012-1822,17 OLVERA STREET,LOS ANGELES,90012-2920,722110,Full-service restaurants,14,1/1/1979
0000486258-0002-4,ANDREAS PAPANTONOPOULOS,A&T BURGERS,9401 AVALON BLVD,LOS ANGELES,90003-4337,9401 AVALON 90003-4337,,,,722110,Full-service restaurants,9,8/28/2007
0002505491-0001-1,ROBERT D CORONADO,CORONDO'S MEXICAN RESTAURANT,212 W 5TH STREET,LOS ANGELES,90013-2004,212 5TH 90013-2004,,,,722110,Full-service restaurants,14,5/28/2010
0000195355-0029-3,PANDA EXPRESS INC,PANDA EXPRESS #948,4947 EAGLE ROCK BLVD,LOS ANGELES,90041-1906,4947 EAGLE ROCK 90041-1906,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,14,4/29/2004
0002589461-0001-1,ANGEL ALVAREZ,EL SALSABOR RESTAURANT,522 S LORENA STREET,LOS ANGELES,90063-3144,522 LORENA 90063-3144,,,,722110,Full-service restaurants,14,9/1/2011
0002646991-0001-1,HOLLYWOOD BEER EXCHANGE LLC,HOLLYWOOD BEER EXCHANGE LLC,1538 N MARTEL AVENUE #203,LOS ANGELES,90046-8609,1538 MARTEL 90046-8609,,,,722110,Full-service restaurants,4,8/18/2012
0002724026-0001-2,DOLORES D POROTILLO PORTILLO,DOLORES TACOS MEXICO,312 W 7TH STREET,LOS ANGELES,90014-1706,312 7TH 90014-1706,,,,722110,Full-service restaurants,14,1/15/2014
0000468547-0001-4,ANA A VASQUEZ,RESTAURANTE MERENDERO-SALVADORENO,1621 W 6TH STREET,LOS ANGELES,90017-1001,1621 6TH 90017-1001,,,,722110,Full-service restaurants,1,7/27/1983
0000695046-0001-7,LITTLE ONGPIN INC,LITTLE ONGPIN FASTFOOD,1700 BEVERLY BLVD,LOS ANGELES,90026-5402,1700 BEVERLY 90026-5402,,,,722110,Full-service restaurants,13,8/1/1988
0000419612-0001-4,MARIA L VELASCO,ANTOJITOS LUCY,1400 S KENMORE AVENUE APARTMENT #14,LOS ANGELES,90006-4444,1400 KENMORE 90006-4444,,,,722110,Full-service restaurants,1,5/12/2004
0002054453-0001-3,"PROLIFIC PARTNERS, LLC",MAGNOLIA,6266 1/2 W SUNSET BLVD,HOLLYWOOD,90028-8725,6266 SUNSET 90028-8725,,,,722110,Full-service restaurants,13,8/1/2005
0000968208-0001-7,PRETZEL KING LLC,AUNTIE ANNES HAND ROLLED SOFT PRETZELS,9301 TAMPA AVENUE #83A/152,NORTHRIDGE,91324-2503,9301 TAMPA 91324-2503,3030 EDGEWICK ROAD,GLENDALE,91206-1317,722110,Full-service restaurants,12,7/19/1999
0000650423-0020-3,DEL TACO LLC,,3540 S LA BREA AVENUE,LOS ANGELES,90016-5219,3540 LA BREA 90016-5219,25521 COMMERCENTRE DRIVE #200,LAKE FOREST,92630-8872,722110,Full-service restaurants,10,1/25/1999
0002650576-0001-6,VICTORIA'S KITCHEN LLC,,1976 S LA CIENEGA BLVD #179,LOS ANGELES,90034-1627,1976 LA CIENEGA 90034-1627,,,,722110,Full-service restaurants,10,1/1/2012
0000943540-0001-1,CONCORDIA DEVELOPMENT INC,SUBWAY #358,8449 LAUREL CANYON BLVD,SUN VALLEY,91352-3817,8449 LAUREL CANYON 91352-3817,12902 FOOTHILL BLVD,SYLMAR,91342-4900,722110,Full-service restaurants,6,2/17/1999
0002422156-0001-1,GENNES INC,GAUCHO GRILL,6435 CANOGA AVENUE,WOODLAND HILLS,91367-2408,6435 CANOGA 91367-2408,,,,722110,Full-service restaurants,3,3/24/2009
0000696112-0002-1,BENJAMIN CHUN,CAFE ESQUINITA,401 E PICO BLVD,LOS ANGELES,90015-3107,401 PICO 90015-3107,,,,722110,Full-service restaurants,14,1/19/2011
0000850893-0013-0,KAZI FOODS INC,KENTUCKY FRIED CHICKEN,1789 W JEFFERSON BLVD,LOS ANGELES,90018-3913,1789 JEFFERSON 90018-3913,3671 SUNSWEPT DRIVE,STUDIO CITY,91604-2325,722110,Full-service restaurants,8,12/18/2001
